member_casual,rideable_type,start_station_name,rides,total_rides_at_station,total_rides_at_station_by_bike_type,total_rides_by_mem_cas_bike_type,total_length_of_trip_min,total_length_of_trip_day
member,electric_bike,Central Ave & North Ave,1,4,4,1319556,38.7,0.03
member,electric_bike,Chase Ave & Touhy Ave - NE,2,4,4,1319556,46.98,0.03
member,electric_bike,Christiana Ave & 55th St,2,4,4,1319556,61.9,0.04
member,electric_bike,Cottage Grove Ave & 111th St,2,4,4,1319556,81.15,0.06
member,electric_bike,Hamlin Ave & Chicago Ave,3,4,4,1319556,27.17,0.02
member,electric_bike,Kedzie Ave & Archer Ave,2,4,4,1319556,9.0,0.01
member,electric_bike,Kedzie Ave & Argyle St,2,4,4,1319556,13.17,0.01
member,electric_bike,Kimbark Ave & 63rd St,2,4,4,1319556,11.22,0.01
member,electric_bike,McCormick Blvd & Devon Ave,2,4,4,1319556,10.57,0.01
member,electric_bike,Oglesby Ave & 95th St,4,4,4,1319556,123.58,0.09
member,electric_bike,Racine Ave & 109th Pl,2,4,4,1319556,8.3,0.01
member,electric_bike,Sawyer Ave & Bryn Mawr Ave - SE,1,4,4,1319556,9.38,0.01
member,electric_bike,Stony Is Ave & 73rd St,3,4,4,1319556,59.9,0.04
member,electric_bike,Waller Ave & Chicago Ave,4,4,4,1319556,123.92,0.09
member,electric_bike,Western Ave & 79th St,3,4,4,1319556,56.15,0.04
member,electric_bike,Yates Blvd & Exchange Ave,3,4,4,1319556,30.05,0.02
member,electric_bike,Halsted & 63rd - Kennedy-King Vaccination Site,20,260,81,1319556,301.23,0.21
member,electric_bike,Paulina St & 18th St,740,4612,1619,1319556,10337.97,7.17
member,electric_bike,University Ave & 57th St,4235,23556,5172,1319556,27349.8,18.96
member,electric_bike,Austin Ave & Wrightwood Ave,1,5,5,1319556,38.43,0.03
member,electric_bike,Austin Blvd & North Ave,2,5,5,1319556,107.28,0.07
member,electric_bike,Avers Ave & Archer Ave,1,5,5,1319556,10.67,0.01
member,electric_bike,Cottage Grove Ave & 98th St,4,5,5,1319556,100.08,0.07
member,electric_bike,Harold Washington Park,3,5,5,1319556,55.87,0.04
member,electric_bike,Harvey Ave & North Ave,3,5,5,1319556,34.02,0.02
member,electric_bike,Homewood Ave & Monterey Ave,2,5,5,1319556,12.7,0.01
member,electric_bike,Hoyne Ave & 110th Pl,5,5,5,1319556,33.15,0.02
member,electric_bike,N Narragansett Ave & Grand Ave,2,5,5,1319556,15.6,0.01
member,electric_bike,Pullman - Walmart,4,5,5,1319556,55.0,0.04
member,electric_bike,Narragansett & Wrightwood,160,517,517,1319556,2068.17,1.44
member,electric_bike,Ravenswood Ave & Berteau Ave,896,4101,1374,1319556,10266.53,7.14
member,electric_bike,Calumet Ave & 33rd St,791,5637,1083,1319556,6355.03,4.41
member,electric_bike,Clark St & Ida B Wells Dr,972,5893,1558,1319556,10680.94,7.43
member,electric_bike,Clark St & Lincoln Ave,4243,32773,8227,1319556,48374.59,33.6
member,electric_bike,California Ave & Devon Ave - NW,4,6,6,1319556,53.32,0.04
member,electric_bike,Central Ave & Corcoran Pl,4,6,6,1319556,27.28,0.02
member,electric_bike,Cottage Grove Ave & 87th St,6,6,6,1319556,60.05,0.04
member,electric_bike,Kedzie Ave & 58th St,3,6,6,1319556,52.03,0.04
member,electric_bike,Kostner Ave & North Ave,1,6,6,1319556,3.17,0.0
member,electric_bike,Lafayette Ave & 95th St,2,6,6,1319556,22.17,0.02
member,electric_bike,DuSable Museum,186,1030,297,1319556,3221.17,2.23
member,electric_bike,Lake Shore Dr & Ohio St,447,5894,1211,1319556,7231.94,5.02
member,electric_bike,Racine Ave & Randolph St,1243,5894,2156,1319556,14515.15,10.08
member,electric_bike,Albany Ave & 63rd St,1,7,7,1319556,72.32,0.05
member,electric_bike,Damen Ave & 47th St,1,7,7,1319556,18.15,0.01
member,electric_bike,Kedzie Ave & 64th St - SW,1,7,7,1319556,9.35,0.01
member,electric_bike,Kimball Ave & Carmen Ave,6,7,7,1319556,81.93,0.06
member,electric_bike,Latrobe Ave & Lake St,1,7,7,1319556,14.83,0.01
member,electric_bike,Sawyer Ave & Lawrence Ave,4,7,7,1319556,36.82,0.03
member,electric_bike,Princeton Ave & 47th St,85,519,222,1319556,1028.13,0.72
member,electric_bike,Austin Blvd & Lake St,169,775,564,1319556,3200.38,2.23
member,electric_bike,State St & 29th St,156,1031,273,1319556,2032.71,1.41
member,electric_bike,California Ave & Touhy Ave - NW,2,8,8,1319556,14.27,0.01
member,electric_bike,Prairie Ave & 47th St - midblock,5,8,8,1319556,170.42,0.12
member,electric_bike,Pulaski Rd & 51st Rd,4,8,8,1319556,47.88,0.03
member,electric_bike,Dauphin Ave & 87th St,22,264,116,1319556,409.78,0.29
member,electric_bike,Wolcott Ave & Fargo Ave,108,520,237,1319556,1697.18,1.18
member,electric_bike,St. Louis Ave & Balmoral Ave,320,1032,496,1319556,5040.31,3.51
member,electric_bike,Clark St & Touhy Ave,387,1288,598,1319556,4528.43,3.14
member,electric_bike,Sheridan Rd & Irving Park Rd,2373,15880,4571,1319556,25620.47,17.78
member,electric_bike,Kingsbury St & Kinzie St,7956,36104,11295,1319556,63310.76,43.93
member,electric_bike,Central Ave & George St,6,9,9,1319556,49.8,0.04
member,electric_bike,Jonathan Y Scammon Public School,1,9,9,1319556,10.33,0.01
member,electric_bike,Karlov Ave & Kamerling Ave,4,9,9,1319556,55.63,0.04
member,electric_bike,Kedzie Ave & 54th St - SE,3,9,9,1319556,43.8,0.03
member,electric_bike,Wacker Dr & Washington St,2420,9481,3632,1319556,22648.93,15.74
member,electric_bike,California Ave & 29th St,4,10,10,1319556,33.35,0.02
member,electric_bike,Kedzie Ave & 54th St - SW,8,10,10,1319556,77.45,0.05
member,electric_bike,Laramie Ave & Grand Ave,4,10,10,1319556,59.08,0.04
member,electric_bike,Menard Ave & Grand Ave,4,10,10,1319556,28.48,0.02
member,electric_bike,Pulaski & 52nd,1,10,10,1319556,19.83,0.01
member,electric_bike,Sacramento Ave & Devon Ave,5,10,10,1319556,70.07,0.05
member,electric_bike,Sacramento Ave & Greenleaf Ave,3,10,10,1319556,30.88,0.02
member,electric_bike,Western Ave & 92nd Pl,1,10,10,1319556,0.65,0.0
member,electric_bike,Greenwood Ave & 97th St,54,266,186,1319556,1282.48,0.89
member,electric_bike,Christiana Ave & Archer Ave,3,11,11,1319556,50.42,0.04
member,electric_bike,Indiana Ave & 133rd St,1,11,11,1319556,24.53,0.02
member,electric_bike,Kedvale Ave & Avondale Ave,5,11,11,1319556,38.52,0.03
member,electric_bike,Mayfield & Roosevelt Rd,7,11,11,1319556,141.53,0.1
member,electric_bike,N Shore Channel Trail & Argyle Ave,8,11,11,1319556,88.86,0.06
member,electric_bike,Neva Ave & Grand Ave,5,11,11,1319556,59.7,0.04
member,electric_bike,Talman Ave & 51st St - midblock,5,11,11,1319556,43.37,0.03
member,electric_bike,Troy St & Jackson Blvd,3,11,11,1319556,24.8,0.02
member,electric_bike,Wood St & 103rd St,4,11,11,1319556,55.72,0.04
member,electric_bike,2112 W Peterson Ave,233,1035,497,1319556,3813.8,2.65
member,electric_bike,Franklin St & Monroe St,3915,14347,5851,1319556,40254.33,27.95
member,electric_bike,Clark St & Chicago Ave,2401,14859,4336,1319556,27092.75,18.83
member,electric_bike,Avers Ave & Irving Park Rd,6,12,12,1319556,168.68,0.12
member,electric_bike,Komensky Ave & 59th St,6,12,12,1319556,86.27,0.06
member,electric_bike,Eggleston Ave & 92nd St,51,268,222,1319556,817.54,0.57
member,electric_bike,Smith Park,999,2572,1454,1319556,14805.06,10.29
member,electric_bike,Laflin St & Cullerton St,554,2828,1110,1319556,8165.15,5.67
member,electric_bike,Western Ave & Leland Ave,1610,7180,2802,1319556,17959.36,12.46
member,electric_bike,Southport Ave & Waveland Ave,3255,19468,5973,1319556,34588.56,24.02
member,electric_bike,Hamlin Ave & Grand Ave,1,13,13,1319556,19.07,0.01
member,electric_bike,Rockwell Ave & Touhy Ave ,4,13,13,1319556,40.43,0.03
member,electric_bike,Stony Island Ave & 90th St,70,269,184,1319556,1194.08,0.83
member,electric_bike,Chicago State University,421,781,550,1319556,4241.68,2.94
member,electric_bike,Exchange Ave & 79th St,51,270,109,1319556,1095.66,0.76
member,electric_bike,May St & 69th St,67,270,204,1319556,1207.71,0.84
member,electric_bike,Wabash Ave & 16th St,1497,9486,2602,1319556,19631.91,13.63
member,electric_bike,LaSalle St & Jackson Blvd,3320,13326,4708,1319556,31497.5,21.83
member,electric_bike,Mies van der Rohe Way & Chestnut St,2896,18446,5059,1319556,37204.45,25.81
member,electric_bike,Cicero Ave & Roscoe St,7,15,15,1319556,133.26,0.09
member,electric_bike,Keystone Ave & Irving Park Rd,6,15,15,1319556,106.67,0.07
member,electric_bike,Central Ave & Madison St,40,271,73,1319556,776.98,0.54
member,electric_bike,Damen Ave & Cullerton St,584,3087,1282,1319556,7355.93,5.1
member,electric_bike,University Library (NU),445,3343,813,1319556,4410.45,3.06
member,electric_bike,California Ave & Devon Ave - NE,13,16,16,1319556,124.1,0.09
member,electric_bike,Laramie Ave & Fullerton Ave,3,16,16,1319556,26.22,0.02
member,electric_bike,Narragansett Ave & Fullerton Ave,11,16,16,1319556,152.9,0.1
member,electric_bike,Spaulding Ave & Bryn Mawr Ave,9,16,16,1319556,206.23,0.14
member,electric_bike,Cottage Grove Ave & 63rd St,211,1040,402,1319556,2842.76,1.97
member,electric_bike,Christiana Ave & Lawrence Ave,506,1808,957,1319556,7262.68,5.05
member,electric_bike,Greenview Ave & Jarvis Ave,614,3344,1053,1319556,6958.83,4.84
member,electric_bike,Halsted St & Wrightwood Ave,3021,21008,5608,1319556,32099.25,22.3
member,electric_bike,Laramie Ave & Belmont Ave,9,17,17,1319556,97.55,0.07
member,electric_bike,Walden Pkwy & 103rd St,7,17,17,1319556,38.15,0.03
member,electric_bike,Cherry Ave & Blackhawk St,405,2065,703,1319556,6541.68,4.53
member,electric_bike,California Ave & Fletcher St,943,3601,1708,1319556,13173.06,9.16
member,electric_bike,Kimbark Ave & 53rd St,2358,13841,3494,1319556,21103.24,14.65
member,electric_bike,Lake Shore Dr & North Blvd,849,15121,2713,1319556,12773.62,8.89
member,electric_bike,Clark St & Newport St,3143,23569,7225,1319556,35809.11,24.81
member,electric_bike,Troy Ave & 27th St,4,18,18,1319556,49.43,0.03
member,electric_bike,Wilton Ave & Diversey Pkwy - Charging,3,18,7,1319556,30.67,0.02
member,electric_bike,Canal St & Jackson Blvd,2373,8466,3329,1319556,23486.34,16.31
member,electric_bike,Dearborn St & Van Buren St,1314,8722,2320,1319556,15584.71,10.82
member,electric_bike,Bissell St & Armitage Ave - Charging,3,19,6,1319556,12.95,0.01
member,electric_bike,MTV Hubbard St,13,19,19,1319556,145.28,0.1
member,electric_bike,Steelworkers Park,11,19,19,1319556,114.62,0.08
member,electric_bike,Archer (Damen) Ave & 37th St,78,531,174,1319556,1256.75,0.87
member,electric_bike,Stony Island Ave & 64th St,107,531,199,1319556,1792.01,1.24
member,electric_bike,Delano Ct & Roosevelt Rd,1405,7699,2625,1319556,15692.93,10.9
member,electric_bike,Francisco Ave & Hollywood Ave,7,20,20,1319556,72.23,0.05
member,electric_bike,Kostner Ave & Armitage Ave,4,20,20,1319556,42.78,0.03
member,electric_bike,Milwaukee Ave & Addison St,4,20,20,1319556,131.12,0.09
member,electric_bike,Newcastle Ave & Belden Ave,11,20,20,1319556,166.28,0.12
member,electric_bike,Wentworth Ave & 35th St,381,2068,713,1319556,5404.95,3.75
member,electric_bike,State St & 35th St,747,4372,1126,1319556,7494.49,5.2
member,electric_bike,Damen Ave & Thomas St (Augusta Blvd),1552,8980,2894,1319556,18936.77,13.15
member,electric_bike,Lincoln Park Conservatory,1180,14868,2900,1319556,17757.5,12.33
member,electric_bike,Clark St & Armitage Ave,4590,33044,8698,1319556,52107.03,36.19
member,electric_bike,Damen Ave & 74th St,1,21,5,1319556,7.05,0.01
member,electric_bike,Whipple St & Roosevelt Rd,7,21,21,1319556,110.68,0.08
member,electric_bike,N Paulina St & Lincoln Ave,149,277,277,1319556,1474.48,1.02
member,electric_bike,State St & 54th St,45,277,96,1319556,646.88,0.45
member,electric_bike,Ogden Ave & Race Ave,2605,11541,4221,1319556,26256.02,18.24
member,electric_bike,Clinton St & Polk St,196,1302,387,1319556,2672.6,1.86
member,electric_bike,Lake Park Ave & 35th St,276,3095,802,1319556,4588.92,3.19
member,electric_bike,Michigan Ave & Pearson St,1436,12823,3125,1319556,20656.42,14.33
member,electric_bike,Kildare & Cermak,3,24,24,1319556,50.98,0.04
member,electric_bike,Milwaukee Ave & School St,14,24,24,1319556,196.92,0.14
member,electric_bike,Pulaski Rd & 44th St,19,24,24,1319556,157.72,0.11
member,electric_bike,Spaulding Ave & North Ave,16,24,24,1319556,200.62,0.14
member,electric_bike,Washtenaw Ave & Superior St,13,24,24,1319556,160.63,0.11
member,electric_bike,Peoria St & Jackson Blvd,3256,16920,5000,1319556,32312.17,22.41
member,electric_bike,Montrose Harbor,1356,19480,3960,1319556,24542.93,17.04
member,electric_bike,State St & Randolph St,2993,20248,5763,1319556,40592.93,28.17
member,electric_bike,Lowell Ave & Elston Ave,9,25,25,1319556,133.87,0.09
member,electric_bike,Sacramento Ave & 25th St,8,25,25,1319556,88.13,0.06
member,electric_bike,W Oakdale Ave & N Broadway,1076,2329,2329,1319556,13931.87,9.68
member,electric_bike,Clark St & Columbia Ave,766,2585,1152,1319556,7951.46,5.52
member,electric_bike,Clinton St & Tilden St,779,3865,1277,1319556,7486.28,5.2
member,electric_bike,McClurg Ct & Ohio St,886,5145,1600,1319556,11389.72,7.9
member,electric_bike,State St & Harrison St,1137,8985,2450,1319556,15999.37,11.08
member,electric_bike,Base - 2132 W Hubbard,9,26,25,1319556,153.1,0.11
member,electric_bike,Rockwell St & 63rd St,10,26,26,1319556,224.42,0.16
member,electric_bike,Clark St & Bryn Mawr Ave,1811,7962,2970,1319556,22797.6,15.84
member,electric_bike,Larrabee St & North Ave,1253,8218,2244,1319556,13111.22,9.12
member,electric_bike,Albany Ave & Douglas Blvd,2,27,27,1319556,133.8,0.09
member,electric_bike,Hamlin Ave & Montrose Ave,15,27,27,1319556,201.38,0.14
member,electric_bike,Lawndale Ave & Diversey Ave,10,27,27,1319556,140.3,0.1
member,electric_bike,Menard Ave & North Ave,6,27,27,1319556,102.53,0.07
member,electric_bike,Cottage Grove Ave & 47th St,196,1307,414,1319556,3019.71,2.1
member,electric_bike,Ashland Ave & Belle Plaine Ave,448,3355,1131,1319556,5407.6,3.76
member,electric_bike,Southport Ave & Clybourn Ave,2195,11291,3975,1319556,29307.07,20.35
member,electric_bike,Michigan Ave & 14th St,2472,14363,4235,1319556,29867.16,20.76
member,electric_bike,Mozart St & Jackson Blvd,18,28,28,1319556,196.8,0.14
member,electric_bike,Sacramento Blvd & Polk St,7,28,28,1319556,160.9,0.11
member,electric_bike,Western Blvd & 49th St,9,28,28,1319556,112.73,0.08
member,electric_bike,Michigan Ave & Ida B Wells Dr,786,7964,1949,1319556,10459.98,7.26
member,electric_bike,Lamon Ave & Armitage Ave,28,285,285,1319556,277.35,0.19
member,electric_bike,South Shore Dr & 74th St,104,541,208,1319556,1820.9,1.26
member,electric_bike,Western Ave & Lake St,6,30,30,1319556,65.52,0.05
member,electric_bike,Damen Ave & Melrose Ave,588,3870,1187,1319556,6869.95,4.77
member,electric_bike,Albany Ave & Bloomingdale Ave,1543,5406,2618,1319556,21978.38,15.25
member,electric_bike,Lake Shore Dr & Monroe St,389,12318,1963,1319556,7618.73,5.29
member,electric_bike,Buckingham Fountain,404,12574,2583,1319556,7685.51,5.34
member,electric_bike,Milwaukee Ave & Wabansia Ave,2848,14110,5014,1319556,33407.22,23.2
member,electric_bike,Pulaski Rd & Armitage Ave,8,31,31,1319556,70.08,0.05
member,electric_bike,Sheffield Ave & Wrightwood Ave,2325,17439,4718,1319556,25245.56,17.55
member,electric_bike,Christiana Ave & Belmont Ave,16,32,32,1319556,176.42,0.12
member,electric_bike,Keystone Ave & North Ave,13,32,32,1319556,128.57,0.09
member,electric_bike,Midway Orange Line,10,32,32,1319556,88.53,0.06
member,electric_bike,Spaulding Ave & Evergreen Ave,15,32,32,1319556,232.08,0.16
member,electric_bike,Cottage Grove Ave & 83rd St,59,288,127,1319556,1092.88,0.76
member,electric_bike,Cicero Ave & Lake St,30,289,164,1319556,547.33,0.38
member,electric_bike,Central Park Ave & Ogden Ave,179,801,410,1319556,2997.6,2.08
member,electric_bike,Ashland Ave & Augusta Blvd,1746,8737,2799,1319556,20909.63,14.51
member,electric_bike,S Michigan Ave & E 118th St,7,34,34,1319556,73.77,0.05
member,electric_bike,Avers Ave & Belmont Ave,579,2338,1224,1319556,8605.28,5.99
member,electric_bike,Monticello Ave & Belmont Ave,14,35,35,1319556,146.1,0.1
member,electric_bike,Canal St & Madison St,3416,15395,4869,1319556,31543.16,21.84
member,electric_bike,Streeter Dr & Grand Ave,3445,84259,15335,1319556,67622.78,46.99
member,electric_bike,Clark St & Schiller St,3266,23075,5961,1319556,35015.58,24.31
member,electric_bike,Homan Ave & 65th St,7,36,36,1319556,52.13,0.04
member,electric_bike,Kildare Ave & 26th St,8,36,36,1319556,129.23,0.09
member,electric_bike,Kildare Ave & 47th St,2,36,36,1319556,10.65,0.01
member,electric_bike,Major Taylor Trail & 115th St,109,292,222,1319556,2351.58,1.64
member,electric_bike,Halsted St & Archer Ave,279,2084,527,1319556,3425.58,2.38
member,electric_bike,Lincoln Ave & Winona St,820,2596,1300,1319556,12150.54,8.43
member,electric_bike,Clinton St & Madison St,5845,27172,8601,1319556,57913.33,40.24
member,electric_bike,Milwaukee Ave & Haussen Ct,12,37,37,1319556,212.15,0.15
member,electric_bike,Western Ave & Jarvis Ave,21,37,37,1319556,241.72,0.17
member,electric_bike,Damen Ave & Pierce Ave,3926,23589,8211,1319556,48001.14,33.33
member,electric_bike,Albany Ave & 16th St,21,38,38,1319556,410.22,0.29
member,electric_bike,Fairfield Ave & 44th St,5,38,38,1319556,60.37,0.04
member,electric_bike,Western Ave & 104th St,48,294,191,1319556,617.12,0.43
member,electric_bike,Halsted St & 18th St (Temp),381,1830,672,1319556,4922.33,3.41
member,electric_bike,Washtenaw Ave & Madison St,16,39,39,1319556,150.88,0.1
member,electric_bike,Sedgwick St & Schiller St,931,6183,1739,1319556,10216.48,7.09
member,electric_bike,Wabash Ave & Roosevelt Rd,3606,23335,6554,1319556,42692.37,29.61
member,electric_bike,Dearborn Pkwy & Delaware Pl,4111,23847,7061,1319556,49635.19,34.48
member,electric_bike,Albany Ave & 26th St,56,296,121,1319556,930.5,0.65
member,electric_bike,Ewing Ave & Burnham Greenway,127,296,239,1319556,663.43,0.45
member,electric_bike,Lake Park Ave & 53rd St,996,6952,1712,1319556,14071.39,9.78
member,electric_bike,Lincoln Ave & Roscoe St*,201,1065,416,1319556,2338.75,1.62
member,electric_bike,Racine Ave & 15th St,623,3369,1223,1319556,8465.72,5.88
member,electric_bike,McClurg Ct & Erie St,3745,20521,6153,1319556,47923.75,33.28
member,electric_bike,Olive Harvey College,26,42,37,1319556,488.83,0.34
member,electric_bike,Pulaski Rd & 51st St,119,298,298,1319556,1406.03,0.97
member,electric_bike,Loomis St & Jackson Blvd,977,7210,1640,1319556,10769.23,7.48
member,electric_bike,California Ave & 36th St,5,43,43,1319556,78.7,0.06
member,electric_bike,Clarendon Ave & Leland Ave,1465,7467,2458,1319556,18522.05,12.88
member,electric_bike,Damen Ave & Cortland St,2222,13611,4370,1319556,28252.02,19.61
member,electric_bike,Wells St & Concord Ln,7137,44075,13237,1319556,74801.9,51.96
member,electric_bike,Ridge Blvd & Touhy Ave,119,812,342,1319556,1209.52,0.83
member,electric_bike,Western Ave & Congress Pkwy,1234,3884,1778,1319556,13192.29,9.17
member,electric_bike,Wells St & Walton St,1616,10284,2612,1319556,15304.35,10.61
member,electric_bike,California & 16th St,16,45,45,1319556,235.4,0.16
member,electric_bike,Leavitt St & Armitage Ave,1209,6189,2266,1319556,13522.5,9.39
member,electric_bike,Hyde Park Blvd & 53rd St,28,46,46,1319556,376.47,0.26
member,electric_bike,S Wentworth Ave & W 111th St,11,46,46,1319556,190.3,0.13
member,electric_bike,Clinton St & Jackson Blvd,4066,16686,5579,1319556,40046.57,27.78
member,electric_bike,Bissell St & Armitage Ave,2893,19502,5277,1319556,29210.83,20.28
member,electric_bike,Millennium Park,2393,41262,9487,1319556,40835.54,28.34
member,electric_bike,Kildare Ave & 55th St,3,47,47,1319556,14.08,0.01
member,electric_bike,N Sheffield Ave & W Wellington Ave,488,1071,1071,1319556,4878.35,3.38
member,electric_bike,Ellis Ave & 53rd St,940,6447,1323,1319556,7887.93,5.48
member,electric_bike,Lakefront Trail & Wilson Ave,758,9263,1731,1319556,13672.0,9.49
member,electric_bike,Ellis Ave & 55th St,2448,16175,2985,1319556,15812.49,10.95
member,electric_bike,Carpenter St & 63rd St,12,48,26,1319556,161.62,0.11
member,electric_bike,Panama Ave & Grace St,13,48,48,1319556,300.2,0.21
member,electric_bike,Dodge Ave & Mulford St,112,560,243,1319556,2111.54,1.47
member,electric_bike,Rhodes Ave & 32nd St,789,4400,1251,1319556,9743.19,6.76
member,electric_bike,Leavitt St & Chicago Ave,1056,5168,1835,1319556,12208.7,8.49
member,electric_bike,Broadway & Barry Ave,4527,30768,8520,1319556,54006.44,37.5
member,electric_bike,Cicero Ave & Wrightwood Ave,36,49,49,1319556,495.01,0.34
member,electric_bike,Rainbow Beach,39,305,112,1319556,856.55,0.59
member,electric_bike,Calumet Ave & 21st St,683,4401,1359,1319556,11724.04,8.14
member,electric_bike,California Ave & Cortez St,1729,6193,3070,1319556,25000.1,17.35
member,electric_bike,Doty Ave & 111th St,7,50,34,1319556,70.53,0.05
member,electric_bike,Troy St & Grace St,168,306,306,1319556,2716.69,1.89
member,electric_bike,Broadway & Granville Ave,1181,7730,2258,1319556,15115.21,10.48
member,electric_bike,DuSable Lake Shore Dr & North Blvd,2462,32562,6226,1319556,37755.06,26.22
member,electric_bike,Mozart Elementary School,10,51,51,1319556,237.15,0.17
member,electric_bike,N Clark St & W Elm St,31,51,51,1319556,355.92,0.25
member,electric_bike,Ashland Ave & Lake St,979,5939,2113,1319556,9563.92,6.65
member,electric_bike,Hyde Park Blvd & 55th St,36,52,52,1319556,435.23,0.3
member,electric_bike,Kedzie Ave & 45th St,8,52,52,1319556,98.55,0.07
member,electric_bike,Kenneth Ave & 50th St,13,52,52,1319556,148.08,0.1
member,electric_bike,Milwaukee Ave & Rockwell St,960,5172,1833,1319556,13119.31,9.1
member,electric_bike,Rush St & Hubbard St,2041,10292,3328,1319556,30074.68,20.87
member,electric_bike,Campbell Ave & Irving Park Rd,27,53,53,1319556,304.98,0.21
member,electric_bike,Tripp Ave & 15th St,7,53,53,1319556,132.98,0.09
member,electric_bike,Long Ave & Belden Ave,144,309,309,1319556,1873.8,1.3
member,electric_bike,California Ave & Lake St,315,1077,593,1319556,4873.74,3.38
member,electric_bike,St. Clair St & Erie St,5718,29749,9254,1319556,72603.81,50.41
member,electric_bike,Kildare Ave & Chicago Ave,12,54,54,1319556,171.78,0.12
member,electric_bike,La Villita Park (Albany/30th),13,54,54,1319556,305.27,0.21
member,electric_bike,Hamlin Ave & Fullerton Ave,25,56,56,1319556,246.85,0.17
member,electric_bike,W Washington Blvd & N Peoria St,187,312,312,1319556,2107.59,1.46
member,electric_bike,Kedzie Ave & Bryn Mawr Ave,180,1080,387,1319556,3246.72,2.25
member,electric_bike,MLK Jr Dr & Pershing Rd,145,1336,413,1319556,1818.1,1.26
member,electric_bike,California Ave & Division St,863,4408,1762,1319556,11575.24,8.03
member,electric_bike,Central Ave & Chicago Ave,204,569,278,1319556,3970.77,2.76
member,electric_bike,Clifton Ave & Armitage Ave,2062,12345,3526,1319556,22789.6,15.8
member,electric_bike,Pine Grove Ave & Irving Park Rd,2305,15417,4441,1319556,27136.89,18.84
member,electric_bike,Hoyne Ave & 34th St,25,58,58,1319556,466.65,0.32
member,electric_bike,Pulaski Rd & 60th St,11,58,58,1319556,462.12,0.32
member,electric_bike,Ashland Ave & 13th St,602,2874,862,1319556,6798.96,4.71
member,electric_bike,Rush St & Superior St,3695,20282,6191,1319556,54030.36,37.46
member,electric_bike,Lakeview Ave & Fullerton Pkwy,3210,25146,6336,1319556,39303.71,27.31
member,electric_bike,Pulaski Rd & Fullerton Ave,24,59,59,1319556,356.2,0.25
member,electric_bike,Richmond St & 59th St,6,59,59,1319556,75.78,0.05
member,electric_bike,Shabbona Park,10,59,59,1319556,127.05,0.09
member,electric_bike,Rockwell St & Eastwood Ave,1192,3131,1633,1319556,17799.17,12.35
member,electric_bike,Augusta Blvd & Laramie Ave,14,60,60,1319556,241.52,0.17
member,electric_bike,Kenton Ave & Palmer St,48,60,60,1319556,477.81,0.33
member,electric_bike,State St & 76th St,7,60,24,1319556,123.88,0.09
member,electric_bike,Wolcott (Ravenswood) Ave & Montrose Ave,1150,5436,2034,1319556,12427.95,8.64
member,electric_bike,State St & Van Buren St,1592,9532,2781,1319556,21775.48,15.13
member,electric_bike,California Ave & Marquette Rd,7,61,61,1319556,144.6,0.1
member,electric_bike,Richmond St & Lincoln Ave,31,61,61,1319556,469.42,0.33
member,electric_bike,Western Ave & 62nd St,34,61,61,1319556,323.28,0.23
member,electric_bike,Long Ave & Belmont Ave,147,317,317,1319556,2093.19,1.45
member,electric_bike,Phillips Ave & 79th St,33,317,107,1319556,793.94,0.55
member,electric_bike,Wabash Ave & Cermak Rd,441,3901,1112,1319556,6042.68,4.2
member,electric_bike,Ogden Ave & Chicago Ave,2519,12349,4479,1319556,25994.94,18.05
member,electric_bike,Broadway & Waveland Ave,3414,21821,6106,1319556,36747.79,25.5
member,electric_bike,Wells St & Huron St,6360,31037,10247,1319556,63551.0,44.07
member,electric_bike,Elizabeth St & 59th St,13,62,31,1319556,445.34,0.31
member,electric_bike,Leamington Ave & Hirsch St,5,62,62,1319556,83.97,0.06
member,electric_bike,Maplewood Ave & 59th St,8,62,62,1319556,67.43,0.05
member,electric_bike,Central Park Ave & North Ave,224,1342,703,1319556,3652.78,2.54
member,electric_bike,Normal Ave & Archer Ave,226,1342,322,1319556,2178.37,1.51
member,electric_bike,Halsted St & 59th St,6,63,18,1319556,89.95,0.06
member,electric_bike,Seeley Ave & Garfield Blvd,8,63,22,1319556,181.53,0.13
member,electric_bike,South Chicago Ave & Elliot Ave,15,63,43,1319556,469.78,0.32
member,electric_bike,Hoyne Ave & 47th St,57,319,145,1319556,789.07,0.55
member,electric_bike,Lavergne & Fullerton,140,319,319,1319556,2050.6,1.43
member,electric_bike,Pulaski Rd & Eddy St (Temp),79,575,233,1319556,1375.76,0.95
member,electric_bike,California Ave & Milwaukee Ave,3021,13120,6011,1319556,35718.29,24.81
member,electric_bike,Bloomingdale Ave & Harlem Ave,15,65,65,1319556,228.92,0.16
member,electric_bike,Sacramento Blvd & Fulton Ave,49,65,65,1319556,876.94,0.61
member,electric_bike,Greenwood Ave & 47th St,394,2113,799,1319556,6566.98,4.55
member,electric_bike,Logan Blvd & Elston Ave,1818,6977,3324,1319556,23572.96,16.37
member,electric_bike,Cottage Grove Ave & Oakwood Blvd,315,1602,547,1319556,7939.48,5.51
member,electric_bike,Cicero Ave & Wellington Ave,61,67,67,1319556,518.2,0.36
member,electric_bike,Woodlawn & 103rd - Olive Harvey Vaccination Site,26,67,67,1319556,278.12,0.19
member,electric_bike,Dorchester Ave & 63rd St,90,835,206,1319556,1208.0,0.84
member,electric_bike,Sheridan Rd & Lawrence Ave,1322,6979,2310,1319556,16435.63,11.4
